Transaction_ID,Year,State,Customer_ID,Customer_Type,Age_Group,Category,Product_ID,Quantity,Base_Price,Discount_Percentage,Payment_Method,BlackFriday_Week_Phase,Gender,Loyalty_Score,Final_Price
244,2022,AK,25565,New,26-35,Books,2275,5,1264.0,39.0,PayPal,Weekend Sale,Female,56,771.04
245,2022,IL,66995,Prime,36-45,Electronics,8315,4,324.0,62.0,Debit,Pre-BF,Other,31,123.12
246,2015,AR,93994,Prime,36-45,Fashion,2141,3,910.0,33.0,PayPal,Cyber Monday,Other,18,609.7
247,2020,MD,61656,Prime,18-25,Home,2566,4,536.0,67.0,Debit,Weekend Sale,Female,95,176.88
248,2023,WY,72134,New,18-25,Beauty,8380,2,1569.0,60.0,PayPal,Black Friday,Female,3,627.6
249,2016,WV,55765,New,26-35,Books,7297,2,852.0,67.0,UPI,Black Friday,Male,98,281.16
250,2020,IN,12014,Prime,36-45,Fashion,8614,2,961.0,51.0,BNPL,Black Friday,Male,24,470.89
251,2023,NJ,80480,New,18-25,Electronics,6432,2,986.0,78.0,UPI,Pre-BF,Female,41,216.92
252,2022,NH,24012,New,18-25,Beauty,5536,1,785.0,19.0,Debit,Weekend Sale,Other,30,635.85
253,2017,DE,67498,New,36-45,Beauty,6273,4,1651.0,61.0,PayPal,Pre-BF,Other,54,643.89
254,2014,ID,78776,Regular,18-25,Sports,4856,3,1505.0,11.0,PayPal,Weekend Sale,Other,75,1339.45
255,2015,SD,71711,Regular,46-55,Sports,3904,4,1664.0,22.0,PayPal,Black Friday,Female,95,1297.92
256,2014,PA,52530,Prime,46-55,Books,6988,1,1903.0,10.0,BNPL,Weekend Sale,Male,26,1712.7
257,2018,MT,89267,Regular,36-45,Toys,7298,5,996.0,47.0,UPI,Pre-BF,Other,26,527.88
258,2018,WY,28018,Prime,36-45,Home,6656,2,1203.0,61.0,UPI,Cyber Monday,Male,41,469.17
259,2024,AK,27916,Prime,18-25,Sports,4793,5,1148.0,45.0,PayPal,Pre-BF,Male,37,631.4
260,2020,SC,50376,New,26-35,Home,2660,2,656.0,55.0,PayPal,Weekend Sale,Other,26,295.2
261,2022,IN,75046,Prime,56+,Electronics,8852,3,1028.0,65.0,PayPal,Black Friday,Male,20,359.8
262,2022,CO,68742,Prime,46-55,Sports,7093,2,381.0,23.0,UPI,Weekend Sale,Male,85,293.37
263,2016,TN,95566,Prime,46-55,Fashion,7457,2,161.0,25.0,BNPL,Black Friday,Male,13,120.75
264,2016,SC,87125,Prime,36-45,Toys,2618,5,1316.0,39.0,PayPal,Pre-BF,Male,56,802.76
265,2016,NM,97519,New,26-35,Home,1593,5,1518.0,75.0,PayPal,Pre-BF,Female,48,379.5
266,2017,KY,22437,New,36-45,Toys,3070,5,648.0,58.0,BNPL,Pre-BF,Male,82,272.16
267,2021,MO,72146,Prime,18-25,Fashion,1647,1,374.0,30.0,BNPL,Pre-BF,Other,40,261.8
268,2019,NY,37618,Regular,26-35,Beauty,2329,2,524.0,45.0,PayPal,Weekend Sale,Male,60,288.2
269,2021,ID,60767,Regular,18-25,Fashion,2423,5,569.0,16.0,Debit,Cyber Monday,Female,90,477.96
270,2014,WI,19705,Prime,46-55,Beauty,6930,1,1775.0,9.0,BNPL,Black Friday,Other,66,1615.25
271,2021,IL,67146,New,36-45,Fashion,8025,3,1951.0,30.0,BNPL,Black Friday,Male,17,1365.7
272,2017,ME,98216,Prime,36-45,Toys,2234,3,945.0,9.0,UPI,Black Friday,Female,90,859.95
273,2024,UT,90912,Prime,56+,Fashion,6677,2,1337.0,42.0,Credit,Weekend Sale,Female,38,775.46
274,2014,WV,61750,New,26-35,Sports,2456,5,186.0,10.0,PayPal,Pre-BF,Female,31,167.4
275,2021,MO,54379,Regular,46-55,Home,6479,2,1318.0,5.0,Credit,Pre-BF,Female,85,1252.1
276,2017,NM,62682,Prime,56+,Home,3830,2,723.0,79.0,Credit,Black Friday,Other,33,151.83
277,2019,OR,74713,New,56+,Electronics,4732,2,26.0,43.0,PayPal,Pre-BF,Other,76,14.82
278,2021,MO,66919,New,36-45,Books,8754,1,1779.0,53.0,UPI,Pre-BF,Female,70,836.13
279,2017,KS,70384,Prime,26-35,Sports,8388,2,528.0,41.0,BNPL,Weekend Sale,Other,87,311.52
280,2016,PA,61128,New,36-45,Home,7879,3,180.0,5.0,UPI,Pre-BF,Other,15,171.0
281,2022,TX,11835,Prime,26-35,Home,8173,5,1324.0,41.0,UPI,Weekend Sale,Female,25,781.16
282,2016,WI,31283,Regular,56+,Beauty,2078,4,1713.0,23.0,PayPal,Weekend Sale,Other,95,1319.01
283,2022,MN,59506,Prime,18-25,Sports,8182,4,1740.0,41.0,Debit,Black Friday,Female,50,1026.6
284,2015,IN,63625,Regular,46-55,Toys,5618,4,1238.0,60.0,BNPL,Black Friday,Other,71,495.2
285,2015,CO,45963,New,56+,Toys,6502,5,143.0,71.0,BNPL,Black Friday,Male,93,41.47
286,2015,MO,19179,Prime,36-45,Beauty,6495,2,1498.0,39.0,PayPal,Cyber Monday,Male,96,913.78
287,2019,MN,21955,New,46-55,Home,5914,5,1803.0,77.0,Debit,Weekend Sale,Male,27,414.69
288,2016,TX,17198,Prime,56+,Fashion,6796,5,560.0,30.0,Debit,Pre-BF,Other,8,392.0
289,2022,ID,77156,New,26-35,Beauty,8352,1,901.0,50.0,Credit,Pre-BF,Male,60,450.5
290,2017,IL,54588,Regular,36-45,Toys,1087,5,1647.0,39.0,Credit,Pre-BF,Other,69,1004.67
291,2014,OK,21766,Prime,56+,Electronics,6874,1,554.0,26.0,UPI,Weekend Sale,Male,72,409.96
292,2017,RI,63570,New,26-35,Toys,5451,3,1395.0,18.0,BNPL,Black Friday,Male,32,1143.9
293,2014,ND,79874,Prime,26-35,Fashion,2088,1,160.0,33.0,BNPL,Pre-BF,Female,6,107.2
294,2018,CO,58679,Prime,26-35,Toys,1653,4,1917.0,62.0,BNPL,Cyber Monday,Male,28,728.46
295,2017,PA,15301,Regular,46-55,Beauty,4109,1,42.0,35.0,UPI,Cyber Monday,Other,19,27.3
296,2021,WY,25144,New,36-45,Electronics,2397,3,1122.0,21.0,Debit,Weekend Sale,Male,96,886.38
297,2021,SC,23784,Prime,26-35,Toys,5760,5,1623.0,27.0,Debit,Cyber Monday,Other,44,1184.79
298,2020,DE,77959,Prime,56+,Beauty,3427,4,1516.0,63.0,BNPL,Weekend Sale,Female,81,560.92
299,2016,DE,18272,Prime,26-35,Books,3084,1,551.0,40.0,Debit,Black Friday,Other,88,330.6
300,2014,SC,11573,Prime,36-45,Beauty,9930,2,786.0,63.0,BNPL,Pre-BF,Female,75,290.82
301,2014,NC,34419,Prime,46-55,Books,3999,5,1895.0,6.0,Debit,Pre-BF,Female,12,1781.3
302,2024,ND,92339,New,26-35,Beauty,5429,4,1159.0,16.0,PayPal,Pre-BF,Female,89,973.56
303,2016,UT,58555,Prime,56+,Electronics,3466,4,1104.0,14.0,Credit,Pre-BF,Female,39,949.44
304,2019,IA,15176,Prime,36-45,Beauty,1880,1,71.0,6.0,PayPal,Black Friday,Male,72,66.74
305,2020,OK,46161,Prime,26-35,Electronics,8950,5,1745.0,20.0,Credit,Pre-BF,Other,57,1396.0
306,2019,OH,73440,New,46-55,Sports,7737,5,1360.0,40.0,Debit,Cyber Monday,Male,91,816.0
307,2019,VA,68862,Prime,18-25,Books,7595,2,755.0,53.0,PayPal,Weekend Sale,Female,72,354.85
308,2019,MI,25164,Prime,56+,Fashion,6036,2,740.0,40.0,BNPL,Weekend Sale,Male,90,444.0
309,2016,MN,87758,Regular,26-35,Fashion,9631,4,1186.0,10.0,PayPal,Cyber Monday,Female,36,1067.4
310,2019,SC,35379,Regular,26-35,Fashion,3046,4,1208.0,6.0,Debit,Cyber Monday,Female,21,1135.52
311,2021,VT,93552,Prime,18-25,Sports,3194,3,1340.0,32.0,Debit,Black Friday,Other,18,911.2
312,2024,MI,28368,Prime,36-45,Beauty,9489,4,993.0,11.0,Credit,Black Friday,Male,17,883.77
313,2024,CA,99041,Regular,18-25,Electronics,7513,2,1829.0,25.0,PayPal,Weekend Sale,Female,24,1371.75
314,2015,NM,42771,New,36-45,Sports,1893,1,363.0,66.0,Debit,Weekend Sale,Other,48,123.42
315,2018,IL,74950,New,26-35,Fashion,8400,3,1405.0,45.0,PayPal,Weekend Sale,Other,87,772.75
316,2014,NV,50245,Regular,18-25,Home,1659,4,1235.0,47.0,UPI,Weekend Sale,Female,15,654.55
317,2014,MD,82792,Prime,26-35,Fashion,1123,2,646.0,12.0,Debit,Pre-BF,Other,40,568.48
318,2018,NC,53327,Regular,18-25,Beauty,1247,3,941.0,18.0,Credit,Pre-BF,Other,77,771.62
319,2016,KS,56454,New,26-35,Books,2405,1,984.0,15.0,Credit,Weekend Sale,Male,58,836.4
320,2017,NH,56741,Regular,26-35,Sports,8103,1,1734.0,14.0,BNPL,Weekend Sale,Other,89,1491.24
321,2016,MN,41977,New,26-35,Home,2129,2,1391.0,33.0,Debit,Pre-BF,Male,40,931.97
322,2014,MS,16714,Prime,46-55,Sports,5773,5,1868.0,59.0,BNPL,Black Friday,Male,69,765.88
323,2014,ND,87237,Prime,18-25,Toys,7713,2,1749.0,6.0,Credit,Weekend Sale,Female,39,1644.06
324,2018,CT,24891,Prime,46-55,Home,3527,2,1962.0,5.0,Debit,Cyber Monday,Female,5,1863.9
325,2019,PA,62299,New,26-35,Toys,8025,2,1223.0,51.0,UPI,Cyber Monday,Other,14,599.27
326,2016,OR,75167,Regular,56+,Home,1468,5,675.0,22.0,PayPal,Weekend Sale,Other,65,526.5
327,2022,AR,75124,Prime,36-45,Electronics,7509,4,969.0,39.0,Debit,Black Friday,Male,35,591.09
328,2018,ND,68639,New,18-25,Home,7901,4,513.0,77.0,BNPL,Pre-BF,Female,81,117.99
329,2021,TN,50912,Prime,18-25,Fashion,6021,1,1778.0,66.0,Debit,Weekend Sale,Male,89,604.52
330,2014,MI,85452,Regular,36-45,Books,2918,4,1984.0,29.0,Credit,Black Friday,Female,84,1408.64
331,2018,CA,78446,Prime,46-55,Toys,9530,2,1266.0,33.0,Credit,Black Friday,Female,45,848.22
332,2016,WY,93790,New,36-45,Toys,8463,4,1295.0,23.0,Credit,Weekend Sale,Male,97,997.15
333,2014,TN,71516,New,56+,Sports,4697,5,1100.0,76.0,PayPal,Black Friday,Female,81,264.0
334,2017,MN,54250,Prime,26-35,Fashion,4833,4,1252.0,70.0,Debit,Cyber Monday,Female,96,375.6
335,2018,IA,46116,Prime,36-45,Electronics,5450,2,1010.0,73.0,Credit,Black Friday,Other,27,272.7
336,2020,NM,93521,New,36-45,Home,6187,4,1815.0,14.0,Credit,Weekend Sale,Other,95,1560.9
337,2014,FL,32151,Prime,26-35,Electronics,7292,1,1658.0,76.0,UPI,Cyber Monday,Other,81,397.92
338,2016,TX,81366,Prime,18-25,Fashion,1245,4,954.0,29.0,Credit,Cyber Monday,Female,23,677.34
339,2015,MO,54297,Prime,56+,Books,6795,1,827.0,31.0,BNPL,Weekend Sale,Male,73,570.63
340,2022,MO,50888,Regular,36-45,Home,9838,3,84.0,65.0,Credit,Black Friday,Male,5,29.4
341,2023,WI,66195,Regular,36-45,Fashion,8036,5,1789.0,14.0,BNPL,Weekend Sale,Male,97,1538.54
342,2019,MA,94010,Regular,18-25,Toys,9635,1,1276.0,40.0,PayPal,Weekend Sale,Male,42,765.6
343,2023,FL,81016,Prime,56+,Toys,6303,3,1690.0,43.0,PayPal,Cyber Monday,Other,53,963.3
344,2016,WV,84979,New,26-35,Toys,9478,3,704.0,11.0,Debit,Black Friday,Female,56,626.56
345,2021,PA,64334,Prime,26-35,Beauty,7839,2,197.0,19.0,UPI,Weekend Sale,Other,3,159.57
346,2021,MI,78345,Prime,46-55,Beauty,1334,3,183.0,17.0,Debit,Pre-BF,Male,27,151.89
347,2015,TX,49761,Regular,56+,Toys,1886,5,968.0,37.0,Credit,Weekend Sale,Male,46,609.84
348,2019,MN,36930,New,56+,Books,5267,5,441.0,70.0,PayPal,Pre-BF,Male,22,132.3
349,2020,WI,69117,Regular,36-45,Beauty,1874,5,1095.0,15.0,BNPL,Cyber Monday,Other,63,930.75
350,2015,AR,33095,New,46-55,Books,3566,5,1789.0,25.0,Debit,Black Friday,Female,61,1341.75
351,2024,NH,87482,Prime,26-35,Beauty,2330,2,1177.0,27.0,PayPal,Black Friday,Male,85,859.21
352,2023,IA,13991,Prime,56+,Sports,2773,4,389.0,48.0,BNPL,Weekend Sale,Female,48,202.28
353,2015,AL,33519,Prime,56+,Fashion,9091,1,244.0,69.0,BNPL,Weekend Sale,Female,13,75.64
354,2023,NJ,36657,New,18-25,Sports,4753,2,1482.0,74.0,Credit,Black Friday,Other,94,385.32
355,2014,NH,10826,Regular,26-35,Books,5506,2,825.0,40.0,Debit,Cyber Monday,Other,29,495.0
356,2021,MD,52625,Regular,18-25,Home,2444,1,575.0,66.0,BNPL,Weekend Sale,Female,13,195.5
357,2014,NC,92049,Regular,46-55,Toys,7630,1,455.0,46.0,PayPal,Cyber Monday,Female,47,245.7
358,2022,SD,27801,New,56+,Sports,8973,4,1423.0,73.0,Debit,Cyber Monday,Other,83,384.21
359,2024,UT,39846,New,46-55,Sports,5595,4,170.0,56.0,Credit,Cyber Monday,Female,25,74.8
360,2019,OK,49566,Prime,18-25,Beauty,1567,5,208.0,5.0,Credit,Weekend Sale,Female,52,197.6
361,2020,MI,33157,Regular,26-35,Fashion,5764,4,1361.0,34.0,PayPal,Cyber Monday,Female,13,898.26
362,2023,IL,38363,New,56+,Fashion,7636,4,638.0,5.0,BNPL,Black Friday,Male,89,606.1
363,2020,CT,60559,Regular,26-35,Sports,6807,1,947.0,52.0,Credit,Black Friday,Male,98,454.56
364,2023,DE,15136,Regular,46-55,Home,1045,3,1156.0,18.0,Credit,Pre-BF,Other,39,947.92
365,2016,NV,67937,New,36-45,Books,3806,5,1575.0,35.0,BNPL,Cyber Monday,Male,28,1023.75
366,2015,VT,27421,New,26-35,Fashion,3783,5,528.0,66.0,BNPL,Cyber Monday,Other,44,179.52
367,2022,TX,88027,Prime,26-35,Electronics,8126,2,945.0,35.0,BNPL,Pre-BF,Other,71,614.25
368,2021,FL,17546,Prime,26-35,Electronics,1760,4,326.0,11.0,UPI,Cyber Monday,Female,85,290.14
369,2023,MO,81439,Prime,56+,Toys,7220,4,1526.0,24.0,UPI,Black Friday,Other,42,1159.76
370,2020,KS,56623,Regular,46-55,Sports,7128,1,151.0,35.0,BNPL,Black Friday,Male,25,98.15
371,2022,GA,26406,Regular,46-55,Home,2512,4,1222.0,13.0,BNPL,Pre-BF,Male,67,1063.14
372,2017,HI,90485,Prime,56+,Sports,6350,2,329.0,15.0,PayPal,Black Friday,Other,39,279.65
373,2017,NM,19825,Regular,26-35,Electronics,1660,1,576.0,10.0,Credit,Black Friday,Male,79,518.4
374,2014,ID,81823,Regular,26-35,Books,7250,5,844.0,47.0,Debit,Black Friday,Female,36,447.32
375,2021,NM,44173,Regular,36-45,Home,1697,4,1123.0,63.0,UPI,Weekend Sale,Female,81,415.51
376,2016,IN,65619,Regular,26-35,Books,8966,4,1461.0,22.0,UPI,Cyber Monday,Female,54,1139.58
377,2020,UT,93114,New,18-25,Toys,1824,2,835.0,33.0,BNPL,Pre-BF,Other,20,559.45
378,2015,NY,17923,New,26-35,Fashion,1978,2,1195.0,5.0,BNPL,Cyber Monday,Male,65,1135.25
379,2015,WY,44374,Prime,36-45,Fashion,6461,1,1545.0,48.0,BNPL,Pre-BF,Other,85,803.4
380,2020,KY,71713,Prime,18-25,Fashion,2724,5,615.0,37.0,Debit,Pre-BF,Male,44,387.45
381,2019,OH,51411,Regular,36-45,Electronics,7220,2,1288.0,71.0,UPI,Cyber Monday,Other,77,373.52
382,2016,AL,74368,Regular,36-45,Books,7267,2,1511.0,42.0,Debit,Cyber Monday,Male,65,876.38
383,2022,NH,18316,New,46-55,Home,3331,5,1474.0,45.0,Credit,Black Friday,Other,1,810.7
384,2023,AR,20556,Regular,56+,Electronics,7988,3,678.0,20.0,Debit,Black Friday,Female,43,542.4
385,2019,MN,20058,Regular,36-45,Beauty,4829,1,1198.0,42.0,PayPal,Weekend Sale,Other,53,694.84
386,2023,NV,35482,Prime,26-35,Home,7751,3,1781.0,67.0,UPI,Cyber Monday,Male,60,587.73
387,2023,KS,54494,Regular,46-55,Toys,9748,5,354.0,13.0,Debit,Pre-BF,Male,27,307.98
388,2019,ID,35005,New,18-25,Books,9055,4,77.0,31.0,UPI,Cyber Monday,Other,74,53.13
389,2014,MA,94671,Regular,56+,Electronics,3115,1,1863.0,35.0,BNPL,Cyber Monday,Other,86,1210.95
390,2017,VT,99424,Regular,46-55,Fashion,3125,5,260.0,19.0,Debit,Black Friday,Male,48,210.6
391,2023,KY,42481,Regular,36-45,Fashion,4217,5,1034.0,33.0,UPI,Black Friday,Female,67,692.78
392,2019,SC,38401,Regular,46-55,Fashion,9266,1,1745.0,13.0,Debit,Weekend Sale,Other,52,1518.15
393,2019,IL,50431,Regular,26-35,Electronics,6970,3,1662.0,48.0,Debit,Black Friday,Male,45,864.24
394,2024,NY,74459,New,26-35,Books,9705,4,1469.0,64.0,Debit,Pre-BF,Other,29,528.84
395,2018,OR,88682,Prime,26-35,Electronics,7018,3,1602.0,43.0,PayPal,Pre-BF,Female,84,913.14
396,2014,WY,86789,Regular,56+,Fashion,8836,2,1858.0,55.0,PayPal,Pre-BF,Male,18,836.1
397,2021,IA,58504,Prime,46-55,Fashion,6881,3,331.0,44.0,Debit,Pre-BF,Male,13,185.36
398,2018,ID,13223,Prime,46-55,Fashion,8215,2,858.0,67.0,Debit,Weekend Sale,Male,14,283.14
399,2018,WI,80977,New,36-45,Beauty,5229,1,1010.0,10.0,UPI,Cyber Monday,Other,1,909.0
400,2020,IA,50149,Prime,18-25,Electronics,7970,2,1350.0,42.0,BNPL,Black Friday,Male,96,783.0
401,2017,ND,22863,Regular,26-35,Fashion,4090,5,1028.0,36.0,Credit,Weekend Sale,Male,80,657.92
402,2019,CO,39564,Regular,18-25,Toys,3031,2,1853.0,10.0,BNPL,Weekend Sale,Male,21,1667.7
403,2017,KY,92189,Regular,18-25,Fashion,4406,5,1396.0,58.0,UPI,Pre-BF,Male,27,586.32
404,2016,WV,99624,Regular,26-35,Books,4990,5,1594.0,55.0,PayPal,Cyber Monday,Male,22,717.3
405,2020,WI,32499,New,26-35,Electronics,9722,3,544.0,38.0,UPI,Pre-BF,Other,75,337.28
406,2021,MD,99218,Prime,36-45,Toys,9032,4,734.0,13.0,UPI,Cyber Monday,Female,62,638.58
407,2017,FL,42132,New,56+,Books,9625,3,742.0,9.0,Credit,Cyber Monday,Female,74,675.22
408,2015,CA,14533,Prime,26-35,Sports,2629,3,334.0,65.0,BNPL,Cyber Monday,Female,20,116.9
409,2023,MN,92962,New,18-25,Sports,4707,5,1897.0,10.0,PayPal,Black Friday,Male,33,1707.3
410,2016,NC,90096,New,36-45,Sports,7276,4,1033.0,54.0,UPI,Pre-BF,Other,29,475.18
411,2014,PA,44409,New,46-55,Books,9258,5,158.0,36.0,Credit,Weekend Sale,Female,6,101.12
412,2021,IN,91461,Regular,36-45,Electronics,9859,4,1731.0,23.0,UPI,Weekend Sale,Other,59,1332.87
413,2016,KY,32987,Regular,26-35,Electronics,1149,2,1298.0,62.0,UPI,Weekend Sale,Male,13,493.24
414,2023,ME,20633,New,26-35,Books,2132,5,208.0,52.0,BNPL,Black Friday,Male,34,99.84
415,2020,NC,66207,Prime,56+,Electronics,8662,3,1115.0,21.0,BNPL,Cyber Monday,Other,42,880.85
416,2023,AL,60535,Prime,36-45,Home,5710,5,88.0,64.0,Credit,Cyber Monday,Male,12,31.68
417,2018,IL,13996,Regular,26-35,Books,6200,1,1987.0,14.0,UPI,Weekend Sale,Female,21,1708.82
418,2023,VA,10014,New,18-25,Toys,1539,1,738.0,54.0,UPI,Cyber Monday,Other,6,339.48
419,2018,NE,90431,Regular,18-25,Beauty,2821,1,185.0,42.0,UPI,Cyber Monday,Female,72,107.3
420,2020,CO,11674,Regular,36-45,Beauty,9666,3,345.0,44.0,Debit,Black Friday,Female,27,193.2
421,2022,CO,47867,Regular,56+,Home,3301,3,1990.0,7.0,Debit,Pre-BF,Male,82,1850.7
422,2018,NC,95537,New,36-45,Electronics,3540,1,733.0,35.0,UPI,Black Friday,Female,97,476.45
423,2014,NJ,67251,New,56+,Beauty,3618,3,502.0,20.0,BNPL,Pre-BF,Female,86,401.6
424,2023,VA,65709,Regular,18-25,Toys,8372,3,46.0,32.0,Credit,Pre-BF,Male,6,31.28
425,2023,OH,27864,New,26-35,Books,3849,3,124.0,49.0,BNPL,Pre-BF,Other,17,63.24
426,2014,MN,36321,Prime,46-55,Fashion,8893,1,1038.0,41.0,Credit,Black Friday,Male,71,612.42
427,2015,GA,34082,Prime,26-35,Books,6344,2,938.0,47.0,PayPal,Black Friday,Female,60,497.14
428,2019,ME,50131,Regular,18-25,Toys,7573,2,458.0,77.0,UPI,Pre-BF,Male,2,105.34
429,2022,NV,81493,Prime,18-25,Electronics,6598,4,761.0,77.0,UPI,Cyber Monday,Other,42,175.03
430,2021,MN,14210,Regular,26-35,Toys,4488,5,890.0,32.0,Debit,Weekend Sale,Female,15,605.2
431,2018,AR,74586,Regular,26-35,Sports,6492,2,16.0,75.0,PayPal,Cyber Monday,Male,31,4.0
432,2014,MD,93605,Regular,18-25,Electronics,4482,4,1331.0,64.0,Debit,Weekend Sale,Male,74,479.16
433,2020,ME,44851,New,26-35,Toys,6794,2,1349.0,68.0,BNPL,Cyber Monday,Male,60,431.68
434,2018,TN,36865,New,46-55,Home,9441,1,1421.0,64.0,Debit,Pre-BF,Male,67,511.56
435,2019,NE,93606,New,46-55,Books,1558,4,1805.0,40.0,Credit,Weekend Sale,Male,65,1083.0
436,2020,ND,14158,New,36-45,Toys,6769,1,1270.0,51.0,UPI,Cyber Monday,Other,53,622.3
437,2016,AR,67852,Regular,46-55,Books,3331,1,342.0,42.0,BNPL,Cyber Monday,Male,40,198.36
438,2023,PA,59339,New,18-25,Sports,7824,4,1644.0,69.0,PayPal,Black Friday,Male,82,509.64
439,2016,CT,30572,Prime,18-25,Beauty,6088,4,884.0,38.0,UPI,Pre-BF,Male,56,548.08
440,2018,WV,14100,Prime,36-45,Fashion,2724,2,1947.0,26.0,BNPL,Weekend Sale,Other,59,1440.78
441,2019,CT,54469,New,56+,Home,2586,2,1149.0,55.0,PayPal,Weekend Sale,Female,63,517.05
442,2022,WY,91061,Prime,36-45,Toys,5836,5,646.0,76.0,Credit,Weekend Sale,Other,70,155.04
443,2018,MT,70861,Prime,56+,Electronics,3792,2,955.0,49.0,Credit,Black Friday,Female,63,487.05
444,2014,MT,28456,New,56+,Home,7588,4,1655.0,75.0,PayPal,Cyber Monday,Female,57,413.75
445,2017,ME,65803,Regular,26-35,Beauty,1416,2,724.0,6.0,UPI,Black Friday,Other,24,680.56
446,2018,FL,75633,Regular,46-55,Fashion,7605,4,1814.0,62.0,Credit,Weekend Sale,Male,10,689.32
447,2023,MD,85019,Regular,56+,Sports,1803,5,296.0,16.0,BNPL,Weekend Sale,Other,37,248.64
448,2023,TN,46232,New,26-35,Fashion,3950,4,496.0,31.0,UPI,Cyber Monday,Male,72,342.24
449,2018,VT,77323,Regular,36-45,Toys,2569,5,307.0,42.0,PayPal,Weekend Sale,Female,89,178.06
450,2020,WY,31788,Regular,36-45,Sports,9489,5,1615.0,79.0,Credit,Cyber Monday,Female,67,339.15
451,2017,KS,26092,Prime,56+,Beauty,4232,5,1007.0,24.0,Credit,Weekend Sale,Female,87,765.32
452,2014,KY,11132,Regular,26-35,Beauty,9973,1,891.0,47.0,Debit,Pre-BF,Male,89,472.23
453,2018,MI,87850,New,18-25,Fashion,4032,3,148.0,36.0,Debit,Weekend Sale,Female,50,94.72
454,2020,IL,98118,Regular,46-55,Fashion,5507,4,1182.0,27.0,UPI,Weekend Sale,Female,54,862.86
455,2023,ID,23068,Prime,56+,Beauty,5721,2,675.0,45.0,UPI,Pre-BF,Female,39,371.25
456,2023,GA,57401,Prime,18-25,Books,9614,3,24.0,6.0,PayPal,Pre-BF,Female,73,22.56
457,2019,AL,58526,Prime,46-55,Fashion,5638,3,1441.0,66.0,PayPal,Weekend Sale,Male,7,489.94
458,2018,NY,68958,Prime,18-25,Electronics,4971,1,453.0,57.0,PayPal,Weekend Sale,Female,96,194.79
459,2017,NJ,86593,Regular,26-35,Fashion,8629,4,1371.0,61.0,Debit,Pre-BF,Male,22,534.69
460,2015,DE,65041,Prime,56+,Electronics,8523,4,1489.0,52.0,Credit,Black Friday,Male,72,714.72
461,2017,MA,73372,Prime,18-25,Sports,9727,2,114.0,10.0,Credit,Black Friday,Male,16,102.6
462,2023,MI,77562,Prime,18-25,Fashion,3265,1,1964.0,20.0,PayPal,Cyber Monday,Other,43,1571.2
463,2023,LA,74046,Regular,18-25,Home,4648,3,805.0,15.0,Debit,Black Friday,Other,89,684.25
464,2016,AK,78086,New,56+,Home,8894,4,678.0,50.0,PayPal,Pre-BF,Female,22,339.0
465,2023,WV,17089,Prime,26-35,Books,1420,1,248.0,77.0,BNPL,Cyber Monday,Female,91,57.04
466,2014,UT,26623,Prime,26-35,Books,8473,5,829.0,61.0,UPI,Weekend Sale,Other,14,323.31
467,2021,FL,59641,Prime,18-25,Sports,7572,4,631.0,71.0,Debit,Black Friday,Male,49,182.99
468,2018,AZ,22043,Regular,26-35,Sports,1314,3,199.0,11.0,Credit,Black Friday,Male,15,177.11
469,2017,MT,76572,Regular,46-55,Books,7233,5,1601.0,56.0,BNPL,Weekend Sale,Female,100,704.44
470,2021,MA,74136,Prime,26-35,Home,3486,5,267.0,56.0,UPI,Pre-BF,Male,77,117.48
471,2020,NJ,98052,New,18-25,Sports,6370,5,1115.0,34.0,UPI,Black Friday,Male,24,735.9
472,2015,NV,96700,Prime,46-55,Electronics,2600,3,202.0,59.0,UPI,Cyber Monday,Female,68,82.82
473,2014,OK,67061,New,56+,Books,6355,1,1352.0,26.0,Debit,Black Friday,Female,21,1000.48
474,2024,MT,16122,New,36-45,Electronics,3617,4,581.0,8.0,Debit,Weekend Sale,Female,27,534.52
475,2017,ND,57346,Regular,26-35,Toys,1099,1,1995.0,9.0,Debit,Cyber Monday,Female,95,1815.45
476,2021,DE,26150,Regular,46-55,Toys,5043,3,1398.0,26.0,Credit,Weekend Sale,Female,19,1034.52
477,2015,GA,97630,Regular,36-45,Fashion,9436,2,1910.0,72.0,Credit,Pre-BF,Other,18,534.8
478,2016,WV,87228,New,56+,Electronics,4452,4,407.0,8.0,Credit,Weekend Sale,Female,6,374.44
479,2014,TX,22054,New,36-45,Books,7305,4,805.0,47.0,BNPL,Pre-BF,Female,74,426.65
480,2014,WY,11767,New,56+,Home,2013,2,53.0,19.0,BNPL,Pre-BF,Female,72,42.93
481,2016,IN,14708,Regular,18-25,Home,5389,5,898.0,20.0,PayPal,Cyber Monday,Female,20,718.4
482,2024,SC,67999,Regular,18-25,Books,1245,4,1477.0,62.0,PayPal,Weekend Sale,Male,4,561.26
483,2018,IA,62158,Regular,56+,Home,4520,4,1438.0,78.0,UPI,Black Friday,Other,68,316.36
484,2016,KY,39292,Prime,36-45,Fashion,4239,4,477.0,37.0,UPI,Black Friday,Male,75,300.51
485,2014,LA,38082,New,26-35,Electronics,4476,3,299.0,69.0,Debit,Cyber Monday,Other,72,92.69
486,2014,NY,44024,New,36-45,Sports,8583,2,491.0,29.0,UPI,Black Friday,Female,83,348.61
487,2021,PA,33461,Prime,36-45,Fashion,4595,4,1399.0,41.0,UPI,Cyber Monday,Male,97,825.41
